Requêtes, Résultats
Requête 2085,http://db.uwaterloo.ca/~galuc/wsdbm/User8220,http://db.uwaterloo.ca/~galuc/wsdbm/User11142,http://db.uwaterloo.ca/~galuc/wsdbm/User18883,http://db.uwaterloo.ca/~galuc/wsdbm/User19156,
Requête 2086,http://db.uwaterloo.ca/~galuc/wsdbm/User18933,
Requête 2087,http://db.uwaterloo.ca/~galuc/wsdbm/User10396,http://db.uwaterloo.ca/~galuc/wsdbm/User11594,http://db.uwaterloo.ca/~galuc/wsdbm/User16608,http://db.uwaterloo.ca/~galuc/wsdbm/User17465,http://db.uwaterloo.ca/~galuc/wsdbm/User4514,http://db.uwaterloo.ca/~galuc/wsdbm/User16772,http://db.uwaterloo.ca/~galuc/wsdbm/User19353,
Requête 2088,http://db.uwaterloo.ca/~galuc/wsdbm/User1149,http://db.uwaterloo.ca/~galuc/wsdbm/User5926,
Requête 2089,http://db.uwaterloo.ca/~galuc/wsdbm/User2679,http://db.uwaterloo.ca/~galuc/wsdbm/User15568,http://db.uwaterloo.ca/~galuc/wsdbm/User3706,http://db.uwaterloo.ca/~galuc/wsdbm/User10442,
Requête 2090,http://db.uwaterloo.ca/~galuc/wsdbm/User12346,http://db.uwaterloo.ca/~galuc/wsdbm/User16904,
Requête 2091,http://db.uwaterloo.ca/~galuc/wsdbm/User6682,http://db.uwaterloo.ca/~galuc/wsdbm/User9528,http://db.uwaterloo.ca/~galuc/wsdbm/User17643,http://db.uwaterloo.ca/~galuc/wsdbm/User67,http://db.uwaterloo.ca/~galuc/wsdbm/User8452,http://db.uwaterloo.ca/~galuc/wsdbm/User16506,http://db.uwaterloo.ca/~galuc/wsdbm/User16849,http://db.uwaterloo.ca/~galuc/wsdbm/User19865,
Requête 2092,http://db.uwaterloo.ca/~galuc/wsdbm/User1711,
Requête 2093,http://db.uwaterloo.ca/~galuc/wsdbm/User2857,http://db.uwaterloo.ca/~galuc/wsdbm/User12301,http://db.uwaterloo.ca/~galuc/wsdbm/User19305,
Requête 2094,http://db.uwaterloo.ca/~galuc/wsdbm/User3901,http://db.uwaterloo.ca/~galuc/wsdbm/User15217,http://db.uwaterloo.ca/~galuc/wsdbm/User15930,http://db.uwaterloo.ca/~galuc/wsdbm/User17779,
Requête 2095,http://db.uwaterloo.ca/~galuc/wsdbm/User6819,http://db.uwaterloo.ca/~galuc/wsdbm/User14110,
Requête 2096,http://db.uwaterloo.ca/~galuc/wsdbm/User14854,http://db.uwaterloo.ca/~galuc/wsdbm/User10453,
Requête 2097,http://db.uwaterloo.ca/~galuc/wsdbm/User8134,http://db.uwaterloo.ca/~galuc/wsdbm/User7308,http://db.uwaterloo.ca/~galuc/wsdbm/User10171,
Requête 2098,http://db.uwaterloo.ca/~galuc/wsdbm/User1874,
Requête 2099,http://db.uwaterloo.ca/~galuc/wsdbm/User8667,http://db.uwaterloo.ca/~galuc/wsdbm/User10073,http://db.uwaterloo.ca/~galuc/wsdbm/User13493,http://db.uwaterloo.ca/~galuc/wsdbm/User15118,
Requête 2100,http://db.uwaterloo.ca/~galuc/wsdbm/User246,http://db.uwaterloo.ca/~galuc/wsdbm/User1142,http://db.uwaterloo.ca/~galuc/wsdbm/User7043,http://db.uwaterloo.ca/~galuc/wsdbm/User8736,http://db.uwaterloo.ca/~galuc/wsdbm/User9982,http://db.uwaterloo.ca/~galuc/wsdbm/User10343,http://db.uwaterloo.ca/~galuc/wsdbm/User16456,http://db.uwaterloo.ca/~galuc/wsdbm/User11522,http://db.uwaterloo.ca/~galuc/wsdbm/User12450,
Requête 2101,http://db.uwaterloo.ca/~galuc/wsdbm/User16614,http://db.uwaterloo.ca/~galuc/wsdbm/User10292,
Requête 2102,http://db.uwaterloo.ca/~galuc/wsdbm/User4795,http://db.uwaterloo.ca/~galuc/wsdbm/User7763,http://db.uwaterloo.ca/~galuc/wsdbm/User12630,http://db.uwaterloo.ca/~galuc/wsdbm/User14276,
Requête 2103,http://db.uwaterloo.ca/~galuc/wsdbm/User10347,
Requête 2104,http://db.uwaterloo.ca/~galuc/wsdbm/User13,http://db.uwaterloo.ca/~galuc/wsdbm/User14568,http://db.uwaterloo.ca/~galuc/wsdbm/User14964,
Requête 2105,http://db.uwaterloo.ca/~galuc/wsdbm/User662,
Requête 2106,http://db.uwaterloo.ca/~galuc/wsdbm/User17111,http://db.uwaterloo.ca/~galuc/wsdbm/User12590,http://db.uwaterloo.ca/~galuc/wsdbm/User19221,
Requête 2107,http://db.uwaterloo.ca/~galuc/wsdbm/User10396,
Requête 2108,http://db.uwaterloo.ca/~galuc/wsdbm/User3308,http://db.uwaterloo.ca/~galuc/wsdbm/User11142,http://db.uwaterloo.ca/~galuc/wsdbm/User12624,
Requête 2109,http://db.uwaterloo.ca/~galuc/wsdbm/User8521,http://db.uwaterloo.ca/~galuc/wsdbm/User13601,
Requête 2110,http://db.uwaterloo.ca/~galuc/wsdbm/User3801,http://db.uwaterloo.ca/~galuc/wsdbm/User5230,http://db.uwaterloo.ca/~galuc/wsdbm/User18493,
Requête 2111,http://db.uwaterloo.ca/~galuc/wsdbm/User7789,http://db.uwaterloo.ca/~galuc/wsdbm/User16603,http://db.uwaterloo.ca/~galuc/wsdbm/User16904,http://db.uwaterloo.ca/~galuc/wsdbm/User19585,
Requête 2112,http://db.uwaterloo.ca/~galuc/wsdbm/User663,http://db.uwaterloo.ca/~galuc/wsdbm/User1273,http://db.uwaterloo.ca/~galuc/wsdbm/User6205,http://db.uwaterloo.ca/~galuc/wsdbm/User18402,
Requête 2113,http://db.uwaterloo.ca/~galuc/wsdbm/User1696,http://db.uwaterloo.ca/~galuc/wsdbm/User3339,http://db.uwaterloo.ca/~galuc/wsdbm/User11846,http://db.uwaterloo.ca/~galuc/wsdbm/User13613,http://db.uwaterloo.ca/~galuc/wsdbm/User17388,
Requête 2114,http://db.uwaterloo.ca/~galuc/wsdbm/User8835,http://db.uwaterloo.ca/~galuc/wsdbm/User1827,http://db.uwaterloo.ca/~galuc/wsdbm/User3192,http://db.uwaterloo.ca/~galuc/wsdbm/User15105,
Requête 2115,http://db.uwaterloo.ca/~galuc/wsdbm/User8794,http://db.uwaterloo.ca/~galuc/wsdbm/User7641,http://db.uwaterloo.ca/~galuc/wsdbm/User17345,
Requête 2116,http://db.uwaterloo.ca/~galuc/wsdbm/User1714,http://db.uwaterloo.ca/~galuc/wsdbm/User7220,http://db.uwaterloo.ca/~galuc/wsdbm/User9638,
Requête 2117,http://db.uwaterloo.ca/~galuc/wsdbm/User6553,http://db.uwaterloo.ca/~galuc/wsdbm/User5213,http://db.uwaterloo.ca/~galuc/wsdbm/User7202,
Requête 2118,http://db.uwaterloo.ca/~galuc/wsdbm/User5384,http://db.uwaterloo.ca/~galuc/wsdbm/User9256,http://db.uwaterloo.ca/~galuc/wsdbm/User9908,http://db.uwaterloo.ca/~galuc/wsdbm/User18411,
Requête 2119,http://db.uwaterloo.ca/~galuc/wsdbm/User16849,http://db.uwaterloo.ca/~galuc/wsdbm/User17792,http://db.uwaterloo.ca/~galuc/wsdbm/User17999,
Requête 2120,http://db.uwaterloo.ca/~galuc/wsdbm/User1053,http://db.uwaterloo.ca/~galuc/wsdbm/User2481,
Requête 2121,http://db.uwaterloo.ca/~galuc/wsdbm/User15897,http://db.uwaterloo.ca/~galuc/wsdbm/User18638,http://db.uwaterloo.ca/~galuc/wsdbm/User501,http://db.uwaterloo.ca/~galuc/wsdbm/User7937,http://db.uwaterloo.ca/~galuc/wsdbm/User9578,
Requête 2122,http://db.uwaterloo.ca/~galuc/wsdbm/User662,http://db.uwaterloo.ca/~galuc/wsdbm/User5754,http://db.uwaterloo.ca/~galuc/wsdbm/User6091,http://db.uwaterloo.ca/~galuc/wsdbm/User10554,http://db.uwaterloo.ca/~galuc/wsdbm/User17929,http://db.uwaterloo.ca/~galuc/wsdbm/User19171,
Requête 2123,http://db.uwaterloo.ca/~galuc/wsdbm/User15683,
Requête 2124,http://db.uwaterloo.ca/~galuc/wsdbm/User11015,http://db.uwaterloo.ca/~galuc/wsdbm/User15541,
Requête 2125,http://db.uwaterloo.ca/~galuc/wsdbm/User970,http://db.uwaterloo.ca/~galuc/wsdbm/User13678,http://db.uwaterloo.ca/~galuc/wsdbm/User4671,
Requête 2126,http://db.uwaterloo.ca/~galuc/wsdbm/User213,http://db.uwaterloo.ca/~galuc/wsdbm/User7789,http://db.uwaterloo.ca/~galuc/wsdbm/User2458,http://db.uwaterloo.ca/~galuc/wsdbm/User9085,http://db.uwaterloo.ca/~galuc/wsdbm/User9780,
Requête 2127,http://db.uwaterloo.ca/~galuc/wsdbm/User12530,http://db.uwaterloo.ca/~galuc/wsdbm/User13613,http://db.uwaterloo.ca/~galuc/wsdbm/User15794,
Requête 2128,http://db.uwaterloo.ca/~galuc/wsdbm/User7419,http://db.uwaterloo.ca/~galuc/wsdbm/User9279,http://db.uwaterloo.ca/~galuc/wsdbm/User10442,http://db.uwaterloo.ca/~galuc/wsdbm/User14143,http://db.uwaterloo.ca/~galuc/wsdbm/User16282,http://db.uwaterloo.ca/~galuc/wsdbm/User16850,http://db.uwaterloo.ca/~galuc/wsdbm/User19371,http://db.uwaterloo.ca/~galuc/wsdbm/User19874,
Requête 2129,http://db.uwaterloo.ca/~galuc/wsdbm/User1743,http://db.uwaterloo.ca/~galuc/wsdbm/User2053,http://db.uwaterloo.ca/~galuc/wsdbm/User2920,http://db.uwaterloo.ca/~galuc/wsdbm/User4353,http://db.uwaterloo.ca/~galuc/wsdbm/User9767,http://db.uwaterloo.ca/~galuc/wsdbm/User11591,http://db.uwaterloo.ca/~galuc/wsdbm/User14941,http://db.uwaterloo.ca/~galuc/wsdbm/User16125,http://db.uwaterloo.ca/~galuc/wsdbm/User597,http://db.uwaterloo.ca/~galuc/wsdbm/User11498,http://db.uwaterloo.ca/~galuc/wsdbm/User19462,
Requête 2130,http://db.uwaterloo.ca/~galuc/wsdbm/User3775,http://db.uwaterloo.ca/~galuc/wsdbm/User8088,http://db.uwaterloo.ca/~galuc/wsdbm/User9153,http://db.uwaterloo.ca/~galuc/wsdbm/User11531,http://db.uwaterloo.ca/~galuc/wsdbm/User12286,http://db.uwaterloo.ca/~galuc/wsdbm/User17909,
Requête 2131,http://db.uwaterloo.ca/~galuc/wsdbm/User14449,http://db.uwaterloo.ca/~galuc/wsdbm/User265,http://db.uwaterloo.ca/~galuc/wsdbm/User4756,http://db.uwaterloo.ca/~galuc/wsdbm/User4795,http://db.uwaterloo.ca/~galuc/wsdbm/User7958,http://db.uwaterloo.ca/~galuc/wsdbm/User13601,
Requête 2132,http://db.uwaterloo.ca/~galuc/wsdbm/User5213,http://db.uwaterloo.ca/~galuc/wsdbm/User18751,http://db.uwaterloo.ca/~galuc/wsdbm/User19694,
Requête 2133,http://db.uwaterloo.ca/~galuc/wsdbm/User345,http://db.uwaterloo.ca/~galuc/wsdbm/User17166,
Requête 2134,http://db.uwaterloo.ca/~galuc/wsdbm/User11367,http://db.uwaterloo.ca/~galuc/wsdbm/User12360,http://db.uwaterloo.ca/~galuc/wsdbm/User16675,http://db.uwaterloo.ca/~galuc/wsdbm/User17883,
Requête 2135,http://db.uwaterloo.ca/~galuc/wsdbm/User4043,http://db.uwaterloo.ca/~galuc/wsdbm/User6264,http://db.uwaterloo.ca/~galuc/wsdbm/User7927,http://db.uwaterloo.ca/~galuc/wsdbm/User12212,
Requête 2136,http://db.uwaterloo.ca/~galuc/wsdbm/User2371,http://db.uwaterloo.ca/~galuc/wsdbm/User6597,http://db.uwaterloo.ca/~galuc/wsdbm/User19462,
Requête 2137,http://db.uwaterloo.ca/~galuc/wsdbm/User13523,
Requête 2138,http://db.uwaterloo.ca/~galuc/wsdbm/User11385,http://db.uwaterloo.ca/~galuc/wsdbm/User496,http://db.uwaterloo.ca/~galuc/wsdbm/User2883,
Requête 2139,http://db.uwaterloo.ca/~galuc/wsdbm/User763,http://db.uwaterloo.ca/~galuc/wsdbm/User10287,http://db.uwaterloo.ca/~galuc/wsdbm/User10295,
Requête 2140,http://db.uwaterloo.ca/~galuc/wsdbm/User15025,http://db.uwaterloo.ca/~galuc/wsdbm/User19308,http://db.uwaterloo.ca/~galuc/wsdbm/User4164,http://db.uwaterloo.ca/~galuc/wsdbm/User7165,http://db.uwaterloo.ca/~galuc/wsdbm/User15461,
Requête 2141,http://db.uwaterloo.ca/~galuc/wsdbm/User2458,http://db.uwaterloo.ca/~galuc/wsdbm/User9153,http://db.uwaterloo.ca/~galuc/wsdbm/User11531,http://db.uwaterloo.ca/~galuc/wsdbm/User13863,
Requête 2142,http://db.uwaterloo.ca/~galuc/wsdbm/User3947,http://db.uwaterloo.ca/~galuc/wsdbm/User8587,
Requête 2143,http://db.uwaterloo.ca/~galuc/wsdbm/User10467,http://db.uwaterloo.ca/~galuc/wsdbm/User11486,
Requête 2144,http://db.uwaterloo.ca/~galuc/wsdbm/User2537,http://db.uwaterloo.ca/~galuc/wsdbm/User496,http://db.uwaterloo.ca/~galuc/wsdbm/User1259,http://db.uwaterloo.ca/~galuc/wsdbm/User13883,
Requête 2145,http://db.uwaterloo.ca/~galuc/wsdbm/User10295,http://db.uwaterloo.ca/~galuc/wsdbm/User10835,http://db.uwaterloo.ca/~galuc/wsdbm/User11573,
Requête 2146,http://db.uwaterloo.ca/~galuc/wsdbm/User239,http://db.uwaterloo.ca/~galuc/wsdbm/User12223,http://db.uwaterloo.ca/~galuc/wsdbm/User15747,
Requête 2147,http://db.uwaterloo.ca/~galuc/wsdbm/User2721,http://db.uwaterloo.ca/~galuc/wsdbm/User4606,http://db.uwaterloo.ca/~galuc/wsdbm/User7062,http://db.uwaterloo.ca/~galuc/wsdbm/User10388,
Requête 2148,http://db.uwaterloo.ca/~galuc/wsdbm/User14086,http://db.uwaterloo.ca/~galuc/wsdbm/User1827,http://db.uwaterloo.ca/~galuc/wsdbm/User5280,http://db.uwaterloo.ca/~galuc/wsdbm/User7972,http://db.uwaterloo.ca/~galuc/wsdbm/User11083,http://db.uwaterloo.ca/~galuc/wsdbm/User12614,
Requête 2149,http://db.uwaterloo.ca/~galuc/wsdbm/User6745,http://db.uwaterloo.ca/~galuc/wsdbm/User18281,http://db.uwaterloo.ca/~galuc/wsdbm/User1324,http://db.uwaterloo.ca/~galuc/wsdbm/User7031,http://db.uwaterloo.ca/~galuc/wsdbm/User14640,
Requête 2150,http://db.uwaterloo.ca/~galuc/wsdbm/User711,http://db.uwaterloo.ca/~galuc/wsdbm/User10587,http://db.uwaterloo.ca/~galuc/wsdbm/User12212,http://db.uwaterloo.ca/~galuc/wsdbm/User13823,http://db.uwaterloo.ca/~galuc/wsdbm/User16091,
Requête 2151,http://db.uwaterloo.ca/~galuc/wsdbm/User2776,http://db.uwaterloo.ca/~galuc/wsdbm/User17163,
Requête 2152,http://db.uwaterloo.ca/~galuc/wsdbm/User4737,http://db.uwaterloo.ca/~galuc/wsdbm/User4816,
Requête 2153,http://db.uwaterloo.ca/~galuc/wsdbm/User12672,
Requête 2154,http://db.uwaterloo.ca/~galuc/wsdbm/User1319,http://db.uwaterloo.ca/~galuc/wsdbm/User5534,http://db.uwaterloo.ca/~galuc/wsdbm/User10292,http://db.uwaterloo.ca/~galuc/wsdbm/User13955,http://db.uwaterloo.ca/~galuc/wsdbm/User16772,
Requête 2155,http://db.uwaterloo.ca/~galuc/wsdbm/User4546,http://db.uwaterloo.ca/~galuc/wsdbm/User12824,
Requête 2156,http://db.uwaterloo.ca/~galuc/wsdbm/User2501,http://db.uwaterloo.ca/~galuc/wsdbm/User4686,http://db.uwaterloo.ca/~galuc/wsdbm/User5269,
Requête 2157,http://db.uwaterloo.ca/~galuc/wsdbm/User7595,http://db.uwaterloo.ca/~galuc/wsdbm/User14110,http://db.uwaterloo.ca/~galuc/wsdbm/User17038,http://db.uwaterloo.ca/~galuc/wsdbm/User18166,
Requête 2158,http://db.uwaterloo.ca/~galuc/wsdbm/User10621,http://db.uwaterloo.ca/~galuc/wsdbm/User10396,
Requête 2159,http://db.uwaterloo.ca/~galuc/wsdbm/User1518,http://db.uwaterloo.ca/~galuc/wsdbm/User16281,http://db.uwaterloo.ca/~galuc/wsdbm/User19893,
Requête 2160,http://db.uwaterloo.ca/~galuc/wsdbm/User6819,
Requête 2161,http://db.uwaterloo.ca/~galuc/wsdbm/User7629,http://db.uwaterloo.ca/~galuc/wsdbm/User11292,http://db.uwaterloo.ca/~galuc/wsdbm/User15995,
Requête 2162,http://db.uwaterloo.ca/~galuc/wsdbm/User14740,http://db.uwaterloo.ca/~galuc/wsdbm/User15144,http://db.uwaterloo.ca/~galuc/wsdbm/User15782,
Requête 2163,http://db.uwaterloo.ca/~galuc/wsdbm/User5585,http://db.uwaterloo.ca/~galuc/wsdbm/User7739,http://db.uwaterloo.ca/~galuc/wsdbm/User18296,http://db.uwaterloo.ca/~galuc/wsdbm/User7065,http://db.uwaterloo.ca/~galuc/wsdbm/User10699,
Requête 2164,http://db.uwaterloo.ca/~galuc/wsdbm/User12145,http://db.uwaterloo.ca/~galuc/wsdbm/User1873,http://db.uwaterloo.ca/~galuc/wsdbm/User4756,
Requête 2165,http://db.uwaterloo.ca/~galuc/wsdbm/User974,http://db.uwaterloo.ca/~galuc/wsdbm/User14878,http://db.uwaterloo.ca/~galuc/wsdbm/User7100,http://db.uwaterloo.ca/~galuc/wsdbm/User17127,
Requête 2166,http://db.uwaterloo.ca/~galuc/wsdbm/User2388,http://db.uwaterloo.ca/~galuc/wsdbm/User18175,http://db.uwaterloo.ca/~galuc/wsdbm/User17779,
Requête 2167,http://db.uwaterloo.ca/~galuc/wsdbm/User12844,http://db.uwaterloo.ca/~galuc/wsdbm/User17163,
Requête 2168,http://db.uwaterloo.ca/~galuc/wsdbm/User5036,http://db.uwaterloo.ca/~galuc/wsdbm/User6264,http://db.uwaterloo.ca/~galuc/wsdbm/User15573,http://db.uwaterloo.ca/~galuc/wsdbm/User17999,
Requête 2169,http://db.uwaterloo.ca/~galuc/wsdbm/User6556,http://db.uwaterloo.ca/~galuc/wsdbm/User16342,
Requête 2170,http://db.uwaterloo.ca/~galuc/wsdbm/User10069,
Requête 2171,http://db.uwaterloo.ca/~galuc/wsdbm/User17779,
Requête 2172,http://db.uwaterloo.ca/~galuc/wsdbm/User5463,http://db.uwaterloo.ca/~galuc/wsdbm/User6275,http://db.uwaterloo.ca/~galuc/wsdbm/User8335,http://db.uwaterloo.ca/~galuc/wsdbm/User12321,http://db.uwaterloo.ca/~galuc/wsdbm/User18884,
Requête 2173,http://db.uwaterloo.ca/~galuc/wsdbm/User2533,
Requête 2174,http://db.uwaterloo.ca/~galuc/wsdbm/User7165,http://db.uwaterloo.ca/~galuc/wsdbm/User16282,
Requête 2175,http://db.uwaterloo.ca/~galuc/wsdbm/User10262,http://db.uwaterloo.ca/~galuc/wsdbm/User13737,http://db.uwaterloo.ca/~galuc/wsdbm/User14781,http://db.uwaterloo.ca/~galuc/wsdbm/User14792,http://db.uwaterloo.ca/~galuc/wsdbm/User15217,http://db.uwaterloo.ca/~galuc/wsdbm/User18757,
Requête 2176,http://db.uwaterloo.ca/~galuc/wsdbm/User8729,http://db.uwaterloo.ca/~galuc/wsdbm/User9153,
Requête 2177,http://db.uwaterloo.ca/~galuc/wsdbm/User4960,http://db.uwaterloo.ca/~galuc/wsdbm/User17742,http://db.uwaterloo.ca/~galuc/wsdbm/User5921,
Requête 2178,http://db.uwaterloo.ca/~galuc/wsdbm/User5458,http://db.uwaterloo.ca/~galuc/wsdbm/User10453,
Requête 2179,http://db.uwaterloo.ca/~galuc/wsdbm/User128,http://db.uwaterloo.ca/~galuc/wsdbm/User3774,
Requête 2180,http://db.uwaterloo.ca/~galuc/wsdbm/User3847,http://db.uwaterloo.ca/~galuc/wsdbm/User1696,http://db.uwaterloo.ca/~galuc/wsdbm/User7958,http://db.uwaterloo.ca/~galuc/wsdbm/User14894,http://db.uwaterloo.ca/~galuc/wsdbm/User17909,
Requête 2181,http://db.uwaterloo.ca/~galuc/wsdbm/User11681,http://db.uwaterloo.ca/~galuc/wsdbm/User17751,http://db.uwaterloo.ca/~galuc/wsdbm/User1058,http://db.uwaterloo.ca/~galuc/wsdbm/User7913,http://db.uwaterloo.ca/~galuc/wsdbm/User15397,http://db.uwaterloo.ca/~galuc/wsdbm/User16161,
Requête 2182,http://db.uwaterloo.ca/~galuc/wsdbm/User5281,http://db.uwaterloo.ca/~galuc/wsdbm/User12408,http://db.uwaterloo.ca/~galuc/wsdbm/User12844,
Requête 2183,http://db.uwaterloo.ca/~galuc/wsdbm/User15569,http://db.uwaterloo.ca/~galuc/wsdbm/User17053,
Requête 2184,http://db.uwaterloo.ca/~galuc/wsdbm/User3439,http://db.uwaterloo.ca/~galuc/wsdbm/User13326,http://db.uwaterloo.ca/~galuc/wsdbm/User14952,http://db.uwaterloo.ca/~galuc/wsdbm/User19339,
Requête 2185,http://db.uwaterloo.ca/~galuc/wsdbm/User739,http://db.uwaterloo.ca/~galuc/wsdbm/User3317,http://db.uwaterloo.ca/~galuc/wsdbm/User4215,http://db.uwaterloo.ca/~galuc/wsdbm/User6181,http://db.uwaterloo.ca/~galuc/wsdbm/User10689,http://db.uwaterloo.ca/~galuc/wsdbm/User11190,http://db.uwaterloo.ca/~galuc/wsdbm/User11463,http://db.uwaterloo.ca/~galuc/wsdbm/User12645,http://db.uwaterloo.ca/~galuc/wsdbm/User14828,http://db.uwaterloo.ca/~galuc/wsdbm/User17042,http://db.uwaterloo.ca/~galuc/wsdbm/User18762,http://db.uwaterloo.ca/~galuc/wsdbm/User7229,http://db.uwaterloo.ca/~galuc/wsdbm/User14448,http://db.uwaterloo.ca/~galuc/wsdbm/User16219,
Requête 2186,http://db.uwaterloo.ca/~galuc/wsdbm/User18027,http://db.uwaterloo.ca/~galuc/wsdbm/User19371,
Requête 2187,http://db.uwaterloo.ca/~galuc/wsdbm/User430,http://db.uwaterloo.ca/~galuc/wsdbm/User2857,http://db.uwaterloo.ca/~galuc/wsdbm/User7958,http://db.uwaterloo.ca/~galuc/wsdbm/User9400,http://db.uwaterloo.ca/~galuc/wsdbm/User11036,http://db.uwaterloo.ca/~galuc/wsdbm/User18149,
Requête 2188,http://db.uwaterloo.ca/~galuc/wsdbm/User12638,http://db.uwaterloo.ca/~galuc/wsdbm/User1324,http://db.uwaterloo.ca/~galuc/wsdbm/User10467,http://db.uwaterloo.ca/~galuc/wsdbm/User12346,
Requête 2189,http://db.uwaterloo.ca/~galuc/wsdbm/User1296,http://db.uwaterloo.ca/~galuc/wsdbm/User6315,http://db.uwaterloo.ca/~galuc/wsdbm/User6511,http://db.uwaterloo.ca/~galuc/wsdbm/User12150,http://db.uwaterloo.ca/~galuc/wsdbm/User13428,http://db.uwaterloo.ca/~galuc/wsdbm/User15161,http://db.uwaterloo.ca/~galuc/wsdbm/User19277,http://db.uwaterloo.ca/~galuc/wsdbm/User4204,http://db.uwaterloo.ca/~galuc/wsdbm/User6206,http://db.uwaterloo.ca/~galuc/wsdbm/User9411,http://db.uwaterloo.ca/~galuc/wsdbm/User10534,http://db.uwaterloo.ca/~galuc/wsdbm/User18493,
Requête 2190,http://db.uwaterloo.ca/~galuc/wsdbm/User9261,http://db.uwaterloo.ca/~galuc/wsdbm/User14769,
Requête 2191,http://db.uwaterloo.ca/~galuc/wsdbm/User11292,
Requête 2192,http://db.uwaterloo.ca/~galuc/wsdbm/User3828,http://db.uwaterloo.ca/~galuc/wsdbm/User7734,http://db.uwaterloo.ca/~galuc/wsdbm/User19084,http://db.uwaterloo.ca/~galuc/wsdbm/User357,http://db.uwaterloo.ca/~galuc/wsdbm/User17779,
Requête 2193,http://db.uwaterloo.ca/~galuc/wsdbm/User16182,http://db.uwaterloo.ca/~galuc/wsdbm/User755,http://db.uwaterloo.ca/~galuc/wsdbm/User9182,http://db.uwaterloo.ca/~galuc/wsdbm/User11000,http://db.uwaterloo.ca/~galuc/wsdbm/User18484,http://db.uwaterloo.ca/~galuc/wsdbm/User18884,http://db.uwaterloo.ca/~galuc/wsdbm/User18933,
Requête 2194,http://db.uwaterloo.ca/~galuc/wsdbm/User12824,http://db.uwaterloo.ca/~galuc/wsdbm/User18163,
Requête 2195,http://db.uwaterloo.ca/~galuc/wsdbm/User3146,http://db.uwaterloo.ca/~galuc/wsdbm/User8317,
Requête 2196,http://db.uwaterloo.ca/~galuc/wsdbm/User14894,http://db.uwaterloo.ca/~galuc/wsdbm/User18715,
Requête 2197,http://db.uwaterloo.ca/~galuc/wsdbm/User6810,http://db.uwaterloo.ca/~galuc/wsdbm/User12643,
Requête 2198,http://db.uwaterloo.ca/~galuc/wsdbm/User5767,http://db.uwaterloo.ca/~galuc/wsdbm/User3145,http://db.uwaterloo.ca/~galuc/wsdbm/User19464,
Requête 2199,http://db.uwaterloo.ca/~galuc/wsdbm/User2712,http://db.uwaterloo.ca/~galuc/wsdbm/User4061,http://db.uwaterloo.ca/~galuc/wsdbm/User6968,http://db.uwaterloo.ca/~galuc/wsdbm/User14450,
Requête 2200,http://db.uwaterloo.ca/~galuc/wsdbm/User1388,http://db.uwaterloo.ca/~galuc/wsdbm/User4116,http://db.uwaterloo.ca/~galuc/wsdbm/User4758,http://db.uwaterloo.ca/~galuc/wsdbm/User16109,http://db.uwaterloo.ca/~galuc/wsdbm/User3566,http://db.uwaterloo.ca/~galuc/wsdbm/User18715,
Requête 2201,http://db.uwaterloo.ca/~galuc/wsdbm/User8903,http://db.uwaterloo.ca/~galuc/wsdbm/User10287,http://db.uwaterloo.ca/~galuc/wsdbm/User17038,
Requête 2202,http://db.uwaterloo.ca/~galuc/wsdbm/User3396,
Requête 2203,http://db.uwaterloo.ca/~galuc/wsdbm/User4403,
Requête 2204,http://db.uwaterloo.ca/~galuc/wsdbm/User2375,http://db.uwaterloo.ca/~galuc/wsdbm/User7333,
Requête 2205,http://db.uwaterloo.ca/~galuc/wsdbm/User9968,
Requête 2206,http://db.uwaterloo.ca/~galuc/wsdbm/User3310,http://db.uwaterloo.ca/~galuc/wsdbm/User4403,http://db.uwaterloo.ca/~galuc/wsdbm/User9389,http://db.uwaterloo.ca/~galuc/wsdbm/User11927,
Requête 2207,http://db.uwaterloo.ca/~galuc/wsdbm/User15006,http://db.uwaterloo.ca/~galuc/wsdbm/User5290,
Requête 2208,http://db.uwaterloo.ca/~galuc/wsdbm/User1819,http://db.uwaterloo.ca/~galuc/wsdbm/User6119,http://db.uwaterloo.ca/~galuc/wsdbm/User11649,http://db.uwaterloo.ca/~galuc/wsdbm/User1934,http://db.uwaterloo.ca/~galuc/wsdbm/User9459,http://db.uwaterloo.ca/~galuc/wsdbm/User12240,http://db.uwaterloo.ca/~galuc/wsdbm/User16793,
Requête 2209,http://db.uwaterloo.ca/~galuc/wsdbm/User6061,http://db.uwaterloo.ca/~galuc/wsdbm/User18050,
Requête 2210,http://db.uwaterloo.ca/~galuc/wsdbm/User4449,http://db.uwaterloo.ca/~galuc/wsdbm/User7906,http://db.uwaterloo.ca/~galuc/wsdbm/User10262,
Requête 2211,http://db.uwaterloo.ca/~galuc/wsdbm/User720,http://db.uwaterloo.ca/~galuc/wsdbm/User7544,http://db.uwaterloo.ca/~galuc/wsdbm/User14799,http://db.uwaterloo.ca/~galuc/wsdbm/User16904,
Requête 2212,http://db.uwaterloo.ca/~galuc/wsdbm/User1964,http://db.uwaterloo.ca/~galuc/wsdbm/User16431,http://db.uwaterloo.ca/~galuc/wsdbm/User9411,
Requête 2213,http://db.uwaterloo.ca/~galuc/wsdbm/User11192,
Requête 2214,http://db.uwaterloo.ca/~galuc/wsdbm/User11531,
